timestamp_utc,mode,stream,workers,overwrite,input_root,output_root,model,base_url,uniform_audio_length,num_files,no_speech_rms_threshold,warmup_completed,warmup_failed,warmup_timed_out,completed,queued_for_write,failed,timed_out,existing_not_written,skipped_no_speech,wall_time_s,throughput_files_s,audio_throughput_audio_s_s,latency_avg_s,latency_p50_s,latency_p95_s,latency_p99_s,ttft_avg_s,ttft_p50_s,ttft_p95_s,ttft_p99_s,command
2026-07-12T12:52:02.665714+00:00,batched,True,16,False,/mnt/ssd1/shreyansh/home_dir/asr_experiments/data/prepared_data,/mnt/ssd1/shreyansh/home_dir/asr_experiments/data/batched_predicted_uniform_audio_length_50s,Qwen/Qwen3-ASR-1.7B,http://localhost:8090/v1,50.0,100,1,20,0,0,100,0,0,0,100,1,5.551,18.014,900.718,0.802,0.767,1.327,2.838,0.181,0.144,0.496,0.556,/mnt/ssd1/shreyansh/home_dir/asr_experiments/.venv/bin/python3 -u /mnt/ssd1/shreyansh/home_dir/asr_experiments/inference/run_infer_batched.py --input-root /mnt/ssd1/shreyansh/home_dir/asr_experiments/data/prepared_data --output-root /mnt/ssd1/shreyansh/home_dir/asr_experiments/data/batched_predicted_uniform_audio_length_50s --model Qwen/Qwen3-ASR-1.7B --base-url http://localhost:8090/v1 --no-speech-rms-threshold 1 --stream --uniform-audio-length 50.0 --num-files 100 --workers 16
