timestamp_utc,mode,stream,workers,overwrite,input_root,output_root,model,base_url,uniform_audio_length,num_files,no_speech_rms_threshold,warmup_completed,warmup_failed,warmup_timed_out,completed,queued_for_write,failed,timed_out,existing_not_written,skipped_no_speech,wall_time_s,throughput_files_s,audio_throughput_audio_s_s,latency_avg_s,latency_p50_s,latency_p95_s,latency_p99_s,ttft_avg_s,ttft_p50_s,ttft_p95_s,ttft_p99_s,prediction_files,matched_files,missing_references,cer,cer_percent,cer_edits,cer_ref_chars,wer,wer_percent,wer_edits,wer_ref_words,command,scoring_command
2026-07-12T14:16:47.457561+00:00,sequential,True,,True,/mnt/ssd1/shreyansh/home_dir/asr_experiments/data/prepared_data,/mnt/ssd1/shreyansh/home_dir/asr_experiments/predictions/results/sequential_predicted,Qwen/Qwen3-ASR-1.7B,http://localhost:8090/v1,,,1,20,0,,550,,0,,0,0,943.519,0.583,183.258,1.715,1.576,3.261,4.229,0.205,0.203,0.318,0.377,550,550,0,0.168119,16.81,165512,984495,0.388151,38.82,77664,200087,/mnt/ssd1/shreyansh/home_dir/asr_experiments/.venv/bin/python3 -u /mnt/ssd1/shreyansh/home_dir/asr_experiments/inference/run_infer.py --input-root /mnt/ssd1/shreyansh/home_dir/asr_experiments/data/prepared_data --output-root /mnt/ssd1/shreyansh/home_dir/asr_experiments/predictions/results/sequential_predicted --model Qwen/Qwen3-ASR-1.7B --base-url http://localhost:8090/v1 --no-speech-rms-threshold 1 --stream --overwrite,/mnt/ssd1/shreyansh/home_dir/asr_experiments/.venv/bin/python3 -u /mnt/ssd1/shreyansh/home_dir/asr_experiments/eval/compute_error_rates.py /mnt/ssd1/shreyansh/home_dir/asr_experiments/predictions/results/sequential_predicted --ref-root /mnt/ssd1/shreyansh/home_dir/asr_experiments/data/prepared_data
